,property_type,place_name,price_aprox_usd,rooms,contrafrente,cochera,amenities,esp_exterior,mas_1banio,estrenar,surface,price_m2
5213,apartment,Belgrano,185000.0,3.0,0,0,1,1,0,0,80.0,2312.5
5214,apartment,Nuñez,115000.0,1.0,0,0,1,1,0,0,44.0,2613.6363636363635
5215,apartment,Congreso,75000.0,3.0,0,0,0,0,0,0,65.0,1153.8461538461538
5216,apartment,Monserrat,105000.0,3.0,0,0,0,0,0,0,81.0,1296.2962962962963
5217,apartment,Balvanera,62000.0,1.0,0,0,0,0,0,0,38.0,1631.578947368421
5218,apartment,Balvanera,86000.0,2.0,0,0,0,0,0,0,52.0,1653.8461538461538
5219,apartment,San Cristobal,60000.0,1.0,0,0,1,1,0,0,34.0,1764.7058823529412
5220,apartment,Barracas,85000.0,2.0,0,1,1,0,0,0,49.0,1734.6938775510205
5221,apartment,Barracas,93000.0,2.0,0,1,1,0,0,0,54.0,1722.2222222222222
5222,apartment,Caballito,58000.0,2.0,0,0,1,1,0,0,32.0,1812.5
5223,apartment,Boedo,84000.0,2.0,0,0,1,1,0,0,46.0,1826.0869565217392
5224,apartment,Boedo,74000.0,1.0,0,1,0,1,0,0,41.0,1804.878048780488
5225,apartment,Barrio Norte,1100000.0,5.0,0,0,1,1,1,0,350.0,3142.8571428571427
5226,apartment,Barrio Norte,330000.0,4.0,0,1,1,1,1,0,102.0,3235.294117647059
5227,store,San Cristobal,300000.0,1.0,0,0,0,0,0,0,122.0,2459.0163934426228
5228,apartment,Congreso,107000.0,3.0,0,0,0,1,0,0,76.0,1407.8947368421052
5229,PH,Balvanera,72000.0,3.0,0,0,0,0,0,0,52.0,1384.6153846153845
5230,PH,Villa Urquiza,106000.0,3.0,0,0,0,1,0,0,69.0,1536.231884057971
5231,apartment,Balvanera,110000.0,3.0,0,0,0,1,0,0,70.0,1571.4285714285713
5232,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,37.0,2123.600810810811
5233,apartment,Boedo,125000.0,1.0,0,0,1,0,0,0,63.0,1984.126984126984
5234,apartment,Villa Urquiza,97000.0,1.0,0,0,0,0,0,0,40.0,2425.0
5235,apartment,Palermo,370000.0,4.0,0,0,0,0,0,0,127.0,2913.3858267716537
5236,apartment,Barrio Norte,88000.0,2.0,0,0,0,0,0,0,42.0,2095.2380952380954
5237,apartment,Almagro,69000.0,1.0,0,1,1,1,0,1,35.0,1971.4285714285713
5238,apartment,Belgrano,79900.0,1.0,0,0,1,0,0,1,30.0,2663.3333333333335
5239,apartment,Villa Luro,92000.0,2.0,0,0,0,0,0,0,58.0,1586.2068965517242
5240,apartment,Floresta,145000.0,4.0,0,1,0,1,1,0,75.0,1933.3333333333333
5241,apartment,Caballito,75000.0,1.0,0,0,1,1,0,0,40.0,1875.0
5242,apartment,Floresta,85000.0,2.0,0,0,1,1,0,0,42.0,2023.8095238095239
5243,apartment,Floresta,65000.0,1.0,0,0,0,1,0,0,44.0,1477.2727272727273
5244,store,Floresta,257500.0,1.0,0,0,0,0,0,0,133.0,1936.0902255639098
5245,apartment,Villa Pueyrredón,75000.0,1.0,0,0,0,1,0,1,36.0,2083.3333333333335
5246,apartment,Centro / Microcentro,75000.0,2.0,0,0,0,0,0,0,31.0,2419.3548387096776
5247,apartment,Congreso,99000.0,2.0,0,1,1,1,0,0,58.0,1706.896551724138
5248,apartment,Boca,65000.0,1.0,0,1,1,1,0,1,41.0,1585.3658536585365
5249,PH,Villa Urquiza,154000.0,3.0,0,1,0,1,0,0,115.0,1339.1304347826087
5250,PH,Villa Devoto,159000.0,5.0,0,1,0,1,0,0,140.0,1135.7142857142858
5251,apartment,Caballito,115000.0,3.0,0,0,0,0,0,0,75.0,1533.3333333333333
5252,apartment,Caballito,179000.0,3.0,0,0,0,0,0,0,85.0,2105.8823529411766
5253,apartment,Villa Luro,75000.0,2.0,0,0,0,1,0,0,46.0,1630.4347826086957
5254,apartment,Recoleta,480000.0,4.0,0,1,1,1,0,0,147.0,3265.3061224489797
5255,apartment,Caballito,320000.0,5.0,0,0,0,1,0,0,190.0,1684.2105263157894
5256,PH,Villa Lugano,78000.0,3.0,0,0,0,1,0,0,70.0,1114.2857142857142
5257,PH,Villa Lugano,92000.0,3.0,0,0,0,0,0,0,92.0,1000.0
5258,house,Villa Lugano,130000.0,3.0,0,0,0,1,1,1,110.0,1181.8181818181818
5259,apartment,San Telmo,56000.0,1.0,0,0,0,0,0,0,32.0,1750.0
5260,apartment,San Telmo,79000.0,3.0,0,0,0,0,0,0,48.0,1645.8333333333333
5261,apartment,Caballito,73000.0,2.0,0,0,1,0,0,0,38.0,1921.0526315789473
5262,store,Tribunales,290000.0,2.0,0,0,0,0,0,0,130.0,2230.769230769231
5263,apartment,Almagro,78000.0,2.0,0,0,0,0,0,0,37.0,2108.108108108108
5264,apartment,Centro / Microcentro,55000.0,1.0,0,0,0,0,0,0,20.0,2750.0
5265,house,Caballito,700000.0,5.0,0,0,0,1,0,0,500.0,1400.0
5266,house,Flores,390000.0,6.0,0,1,1,1,0,0,360.0,1083.3333333333333
5267,apartment,Flores,220000.0,4.0,1,1,1,1,1,0,95.0,2315.7894736842104
5268,house,Flores,130000.0,3.0,0,1,0,1,1,0,70.0,1857.142857142857
5269,apartment,Villa Urquiza,97000.0,1.0,0,0,1,1,0,0,40.0,2425.0
5270,apartment,Flores,165000.0,3.0,0,0,1,1,0,0,70.0,2357.1428571428573
5271,apartment,Flores,80220.0,1.0,0,1,0,1,0,1,41.0,1956.5853658536585
5272,apartment,Flores,80640.0,1.0,0,1,0,1,0,1,41.0,1966.8292682926829
5273,apartment,Belgrano,260000.0,3.0,0,0,0,1,0,0,82.0,3170.731707317073
5274,apartment,Barrio Norte,315000.0,4.0,0,1,1,1,1,0,100.0,3150.0
5275,house,Flores,260000.0,5.0,0,1,0,1,1,0,214.0,1214.9532710280373
5276,apartment,Caballito,94272.0,1.0,0,0,1,1,0,0,40.0,2356.8
5277,apartment,Caballito,397500.0,5.0,0,1,0,1,0,0,220.0,1806.8181818181818
5278,apartment,Caballito,310000.0,5.0,0,0,0,1,0,0,190.0,1631.578947368421
5279,apartment,Centro / Microcentro,74000.0,1.0,0,1,1,0,0,0,27.0,2740.740740740741
5280,apartment,Centro / Microcentro,84250.0,2.0,0,1,0,0,0,0,40.0,2106.25
5281,apartment,Villa Crespo,73000.0,1.0,0,0,1,1,0,1,45.0,1622.2222222222222
5282,apartment,Villa Crespo,129000.0,3.0,0,0,0,0,1,0,93.0,1387.0967741935483
5283,apartment,Once,105000.0,4.0,0,0,0,1,0,0,70.0,1500.0
5284,apartment,San Cristobal,55000.0,1.0,0,0,0,1,0,0,36.0,1527.7777777777778
5285,apartment,Belgrano,260000.0,3.0,0,0,1,1,0,0,111.0,2342.3423423423424
5286,apartment,Congreso,79000.0,2.0,1,0,1,1,0,0,33.0,2393.939393939394
5287,apartment,Barracas,88000.0,2.0,1,0,1,1,0,0,48.0,1833.3333333333333
5288,apartment,Boedo,78573.23,2.0,0,1,1,1,0,0,37.0,2123.600810810811
5289,apartment,Boedo,78573.23,2.0,0,1,1,1,0,0,37.0,2123.600810810811
5290,apartment,San Cristobal,82399.0,2.0,0,1,0,1,0,0,35.0,2354.2571428571428
5291,apartment,Palermo,115000.0,2.0,1,0,1,1,0,0,43.0,2674.4186046511627
5292,apartment,Once,60000.0,1.0,1,0,0,0,0,0,36.0,1666.6666666666667
5293,apartment,Flores,82500.0,3.0,0,0,0,1,0,0,37.0,2229.7297297297296
5294,apartment,Caballito,132000.0,2.0,0,0,1,1,0,0,57.0,2315.7894736842104
5295,apartment,Villa Devoto,87000.0,1.0,0,0,0,0,0,0,47.0,1851.063829787234
5296,apartment,San Telmo,240000.0,4.0,0,0,0,0,0,0,140.0,1714.2857142857142
5297,apartment,San Telmo,47000.0,1.0,0,0,0,0,0,0,26.0,1807.6923076923076
5298,apartment,Palermo,120000.0,2.0,0,0,1,0,0,0,45.0,2666.6666666666665
5299,apartment,Flores,105000.0,3.0,0,0,0,0,0,0,65.0,1615.3846153846155
5300,apartment,Almagro,130000.0,3.0,0,0,0,1,0,0,75.0,1733.3333333333333
5301,apartment,Palermo,169000.0,2.0,0,0,1,1,0,0,50.0,3380.0
5302,apartment,Balvanera,68400.0,1.0,1,1,1,1,0,0,38.0,1800.0
5303,apartment,Congreso,74000.0,1.0,0,1,1,1,0,0,34.0,2176.470588235294
5304,apartment,Boca,99335.74,2.0,0,1,1,1,0,0,54.0,1839.5507407407408
5305,apartment,Flores,82500.0,2.0,0,1,1,0,0,0,46.0,1793.4782608695652
5306,apartment,Belgrano,276000.0,3.0,0,0,1,1,0,0,94.0,2936.1702127659573
5307,apartment,Floresta,175000.0,4.0,0,1,1,1,0,0,160.0,1093.75
5308,house,Caballito,289800.0,5.0,0,0,1,1,1,0,226.0,1282.3008849557523
5309,house,Versalles,550000.0,6.0,0,0,1,1,0,0,448.0,1227.6785714285713
5310,apartment,Palermo,200000.0,4.0,0,0,0,1,0,0,88.0,2272.7272727272725
5311,apartment,Palermo,200000.0,4.0,0,0,0,1,0,0,88.0,2272.7272727272725
5312,apartment,Nuñez,245000.0,2.0,0,1,1,1,1,0,60.0,4083.3333333333335
5313,apartment,Villa Lugano,99000.0,3.0,0,0,0,1,0,0,65.0,1523.076923076923
5314,apartment,Villa Lugano,50000.0,3.0,0,0,0,0,0,0,50.0,1000.0
5315,house,Saavedra,187500.0,4.0,0,0,0,1,1,0,115.0,1630.4347826086957
5316,apartment,Villa Urquiza,176950.0,1.0,1,1,0,1,0,1,79.0,2239.8734177215188
5317,apartment,Chacarita,129600.0,4.0,1,0,0,1,1,0,76.0,1705.2631578947369
5318,store,Monserrat,595000.0,1.0,0,0,0,0,0,0,220.0,2704.5454545454545
5319,apartment,Recoleta,440000.0,4.0,0,1,0,1,1,0,120.0,3666.6666666666665
5320,apartment,Palermo,85000.0,2.0,0,0,1,0,0,0,40.0,2125.0
5321,apartment,Palermo,95000.0,2.0,0,0,1,0,0,0,40.0,2375.0
5322,apartment,Nuñez,138000.0,1.0,0,1,1,1,0,0,52.0,2653.846153846154
5323,apartment,Nuñez,249000.0,2.0,0,1,1,1,0,0,82.0,3036.5853658536585
5324,apartment,Saavedra,109000.0,2.0,1,1,1,1,1,1,49.0,2224.4897959183672
5325,apartment,Boedo,125000.0,2.0,1,0,1,1,0,0,58.0,2155.1724137931033
5326,apartment,Centro / Microcentro,165000.0,9.0,0,0,0,0,0,0,132.0,1250.0
5327,apartment,San Cristobal,115000.0,4.0,0,0,0,1,0,0,80.0,1437.5
5328,PH,Monserrat,120000.0,1.0,0,0,0,1,0,0,106.0,1132.0754716981132
5329,apartment,Recoleta,57000.0,1.0,0,0,0,0,0,0,18.0,3166.6666666666665
5330,apartment,Saavedra,136950.0,2.0,1,1,1,1,1,1,49.0,2794.8979591836733
5331,apartment,Palermo,270000.0,5.0,0,0,1,1,1,0,140.0,1928.5714285714287
5332,house,Puerto Madero,345000.0,5.0,0,1,1,1,0,0,114.0,3026.315789473684
5333,apartment,Recoleta,1170000.0,5.0,1,1,1,1,1,0,367.0,3188.0108991825614
5334,apartment,Recoleta,335000.0,4.0,0,0,1,1,1,0,125.0,2680.0
5335,apartment,Tribunales,82000.0,2.0,0,0,0,0,0,0,45.0,1822.2222222222222
5336,apartment,Caballito,235000.0,3.0,1,1,1,1,1,1,79.0,2974.6835443037976
5337,apartment,Belgrano,85000.0,2.0,0,0,1,1,0,0,38.0,2236.842105263158
5338,apartment,Nuñez,95000.0,3.0,0,0,0,1,0,0,54.0,1759.2592592592594
5339,apartment,Flores,205000.0,4.0,0,0,1,1,1,0,126.0,1626.984126984127
5340,apartment,Flores,79900.0,3.0,0,0,0,1,0,0,46.0,1736.9565217391305
5341,apartment,Belgrano,490000.0,4.0,1,1,1,1,1,0,160.0,3062.5
5342,apartment,Centro / Microcentro,95000.0,4.0,0,0,0,0,0,0,86.0,1104.6511627906978
5343,apartment,Belgrano,175000.0,4.0,0,0,0,1,0,0,78.0,2243.5897435897436
5344,house,Almagro,305000.0,6.0,0,0,1,1,0,0,240.0,1270.8333333333333
5345,apartment,Centro / Microcentro,129000.0,4.0,0,0,0,0,0,0,85.0,1517.6470588235295
5346,apartment,Centro / Microcentro,130000.0,2.0,0,0,0,0,0,0,55.0,2363.6363636363635
5347,apartment,Centro / Microcentro,77500.0,1.0,0,0,0,0,0,0,35.0,2214.285714285714
5348,apartment,Barrio Norte,130000.0,2.0,0,0,0,0,0,0,55.0,2363.6363636363635
5349,store,Nuñez,64000.0,2.0,0,0,0,0,1,0,27.0,2370.3703703703704
5350,apartment,Barrio Norte,110000.0,2.0,0,0,0,0,0,0,40.0,2750.0
5351,apartment,Villa del Parque,200000.0,4.0,0,1,0,1,1,1,103.0,1941.7475728155339
5352,apartment,Palermo,118000.0,2.0,0,1,1,1,0,0,34.0,3470.5882352941176
5353,apartment,Flores,160000.0,3.0,0,0,1,1,0,0,64.0,2500.0
5354,apartment,Barracas,81700.0,1.0,0,0,1,1,0,0,48.0,1702.0833333333333
5355,apartment,Congreso,72000.0,1.0,0,0,1,1,0,0,36.0,2000.0
5356,apartment,Barrio Norte,105000.0,3.0,0,1,0,0,0,0,39.0,2692.3076923076924
5357,apartment,Villa Lugano,76500.0,3.0,0,0,0,0,0,0,50.0,1530.0
5359,apartment,Almagro,60000.0,2.0,0,0,1,0,0,1,35.0,1714.2857142857142
5360,apartment,Floresta,95000.0,2.0,0,1,0,1,0,1,50.0,1900.0
5361,house,Parque Patricios,420000.0,2.0,0,0,0,0,0,0,251.0,1673.3067729083666
5362,house,Parque Patricios,420000.0,2.0,0,0,0,0,0,0,377.0,1114.0583554376658
5363,house,Villa Lugano,164250.0,2.0,0,0,0,0,0,0,159.0,1033.0188679245282
5364,apartment,Barrio Norte,89000.0,1.0,1,1,1,1,0,0,48.0,1854.1666666666667
5365,house,Boedo,425000.0,5.0,0,1,0,1,0,0,420.0,1011.9047619047619
5366,house,Boedo,450000.0,7.0,0,0,0,1,0,0,380.0,1184.2105263157894
5367,apartment,Barrio Norte,144000.0,3.0,0,0,1,1,0,0,62.0,2322.5806451612902
5368,PH,Mataderos,175000.0,1.0,0,0,0,1,0,0,160.0,1093.75
5369,apartment,Boedo,165000.0,4.0,0,0,0,0,0,0,112.0,1473.2142857142858
5370,apartment,Almagro,120000.0,3.0,0,0,0,1,0,0,75.0,1600.0
5371,apartment,Nuñez,139000.0,2.0,0,0,1,0,0,1,51.0,2725.4901960784314
5372,house,Nuñez,239000.0,2.0,0,0,1,1,0,0,80.0,2987.5
5373,apartment,Monserrat,120000.0,3.0,0,0,0,1,0,0,68.0,1764.7058823529412
5374,apartment,Barrio Norte,94500.0,2.0,0,0,0,1,0,0,54.0,1750.0
5375,apartment,Villa Lugano,45000.0,2.0,0,0,0,0,0,0,40.0,1125.0
5376,apartment,Belgrano,132000.0,2.0,0,1,0,1,0,0,65.0,2030.7692307692307
5377,apartment,Villa Urquiza,100000.0,1.0,1,0,1,1,0,0,37.0,2702.7027027027025
5378,apartment,Belgrano,70000.0,1.0,0,0,0,1,0,0,40.0,1750.0
5379,apartment,Palermo,85000.0,2.0,0,0,1,0,0,0,40.0,2125.0
5380,apartment,Barracas,87000.0,1.0,0,0,1,1,0,0,48.0,1812.5
5381,apartment,Barrio Norte,260000.0,1.0,0,0,0,0,0,0,81.0,3209.8765432098767
5382,apartment,Caballito,132000.0,3.0,0,0,0,0,0,0,59.0,2237.2881355932204
5383,apartment,Congreso,98900.0,1.0,1,0,0,0,0,0,42.0,2354.7619047619046
5384,apartment,Villa Devoto,135000.0,3.0,1,0,0,1,0,0,65.0,2076.923076923077
5385,apartment,Villa Devoto,130000.0,3.0,0,0,0,1,0,0,58.0,2241.3793103448274
5386,store,Villa Devoto,65000.0,2.0,0,0,0,0,0,0,25.0,2600.0
5387,house,Villa Crespo,230000.0,4.0,0,1,0,1,0,0,218.0,1055.045871559633
5388,apartment,Parque Chacabuco,177250.0,3.0,0,1,1,1,0,0,82.0,2161.5853658536585
5389,apartment,Flores,128000.0,4.0,0,0,0,1,0,0,95.0,1347.3684210526317
5390,store,Belgrano,99000.0,2.0,0,0,0,0,0,0,21.0,4714.285714285715
5391,house,Recoleta,210000.0,4.0,0,0,1,1,0,0,72.0,2916.6666666666665
5392,apartment,Barrio Norte,146000.0,3.0,0,0,0,1,0,0,73.0,2000.0
5393,apartment,Palermo,155000.0,3.0,0,0,0,0,0,0,57.0,2719.2982456140353
5394,apartment,Villa Crespo,75000.0,2.0,0,0,0,1,0,0,42.0,1785.7142857142858
5395,apartment,Barrio Norte,170000.0,3.0,0,0,0,0,0,0,85.0,2000.0
5396,apartment,Barrio Norte,178000.0,2.0,0,0,0,1,0,0,145.0,1227.5862068965516
5397,apartment,Parque Patricios,61000.0,2.0,0,0,0,0,0,0,45.0,1355.5555555555557
5398,apartment,Barrio Norte,240000.0,3.0,0,1,1,1,0,0,70.0,3428.5714285714284
5399,apartment,Barrio Norte,120000.0,3.0,0,0,0,0,0,0,58.0,2068.9655172413795
5400,house,Versalles,115000.0,3.0,0,0,0,1,1,1,68.0,1691.1764705882354
5401,house,Flores,165000.0,3.0,0,1,0,1,0,1,140.0,1178.5714285714287
5402,house,Parque Avellaneda,200000.0,5.0,0,1,0,1,0,0,161.0,1242.2360248447205
5403,PH,Almagro,154000.0,5.0,0,0,0,1,0,0,140.0,1100.0
5404,apartment,Caballito,229000.0,5.0,0,1,0,1,0,0,136.0,1683.8235294117646
5405,apartment,Abasto,125000.0,3.0,0,0,0,0,0,0,62.0,2016.1290322580646
5406,apartment,Boedo,78573.23,2.0,0,0,1,1,0,0,30.0,2619.1076666666663
5407,house,Palermo,250000.0,4.0,0,0,0,1,1,0,137.0,1824.8175182481752
5408,apartment,Saavedra,158000.0,3.0,0,0,0,1,0,0,90.0,1755.5555555555557
5409,PH,Villa Urquiza,170000.0,6.0,1,0,0,1,0,0,155.0,1096.774193548387
5410,house,Paternal,230000.0,5.0,0,0,0,1,0,0,160.0,1437.5
5411,PH,Paternal,240000.0,5.0,0,0,0,1,0,0,200.0,1200.0
5412,apartment,Villa Crespo,69500.0,2.0,0,0,0,1,0,0,40.0,1737.5
5413,house,Paternal,272000.0,5.0,0,0,0,1,0,0,230.0,1182.608695652174
5414,apartment,Coghlan,69000.0,2.0,0,0,0,0,0,0,42.0,1642.857142857143
5415,apartment,Flores,60000.0,1.0,0,0,1,1,0,0,39.0,1538.4615384615386
5416,apartment,Caballito,60000.0,1.0,0,0,1,1,0,0,39.0,1538.4615384615386
5417,house,Villa Urquiza,650000.0,7.0,0,0,0,1,0,0,260.0,2500.0
5418,house,Palermo,150000.0,1.0,0,0,0,1,0,1,49.0,3061.2244897959185
5419,apartment,Congreso,99000.0,2.0,0,1,1,1,0,0,64.0,1546.875
5420,apartment,Barrio Norte,84900.0,2.0,0,0,0,0,0,0,37.0,2294.5945945945946
5421,house,Villa del Parque,253000.0,4.0,0,0,0,1,0,1,180.0,1405.5555555555557
5422,apartment,Villa General Mitre,190000.0,3.0,1,1,0,1,0,0,116.0,1637.9310344827586
5423,apartment,Barrio Norte,275000.0,4.0,0,0,0,1,1,0,81.0,3395.061728395062
5424,house,Versalles,115000.0,3.0,0,0,0,1,1,1,85.0,1352.9411764705883
5425,apartment,Palermo,100000.0,1.0,1,1,1,1,0,0,44.0,2272.7272727272725
5426,house,Villa Lugano,165500.0,4.0,0,1,0,1,0,0,148.0,1118.2432432432433
5427,apartment,Almagro,200000.0,4.0,0,1,0,1,1,0,106.0,1886.7924528301887
5428,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5429,PH,Flores,68000.0,2.0,1,0,0,1,0,0,54.0,1259.2592592592594
5430,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5431,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5432,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5433,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5434,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5435,apartment,Mataderos,75000.0,3.0,0,0,0,0,0,0,48.0,1562.5
5436,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5437,house,Mataderos,138000.0,3.0,0,0,0,0,0,0,116.0,1189.655172413793
5438,apartment,Mataderos,300000.0,3.0,0,0,0,0,0,0,240.0,1250.0
5439,house,Mataderos,245000.0,4.0,0,0,0,1,0,0,232.0,1056.0344827586207
5440,PH,Mataderos,75000.0,2.0,0,0,0,0,1,0,50.0,1500.0
5441,PH,Mataderos,83000.0,1.0,0,0,0,1,0,0,76.0,1092.1052631578948
5442,house,Mataderos,420000.0,5.0,0,1,1,1,0,0,372.0,1129.032258064516
5443,house,Villa Lugano,175000.0,3.0,0,0,0,1,0,0,135.0,1296.2962962962963
5444,house,Mataderos,420000.0,3.0,0,1,1,1,0,0,372.0,1129.032258064516
5445,house,Mataderos,245000.0,5.0,0,1,0,1,0,0,150.0,1633.3333333333333
5447,house,Mataderos,245000.0,3.0,0,0,0,0,0,0,180.0,1361.111111111111
5449,house,Mataderos,245000.0,1.0,0,1,0,1,0,0,204.0,1200.9803921568628
5450,house,Mataderos,420000.0,2.0,0,1,0,1,0,0,300.0,1400.0
5451,house,Mataderos,245000.0,5.0,0,1,0,1,0,0,180.0,1361.111111111111
5452,apartment,Boedo,72000.0,2.0,0,0,0,0,0,0,40.0,1800.0
5453,house,Flores,390000.0,5.0,0,0,0,1,0,0,350.0,1114.2857142857142
5454,apartment,Saavedra,104000.0,2.0,0,1,0,1,0,0,56.0,1857.142857142857
5455,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5456,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5457,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5458,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5459,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5460,apartment,San Telmo,99500.0,1.0,0,0,0,1,0,1,35.0,2842.8571428571427
5461,apartment,San Cristobal,82399.0,1.0,0,0,1,1,0,0,40.0,2059.975
5462,apartment,Boedo,30100.0,1.0,0,1,1,1,0,0,25.0,1204.0
5463,house,Villa Lugano,385000.0,4.0,0,1,0,1,0,0,372.0,1034.9462365591398
5464,house,Mataderos,420000.0,2.0,0,1,0,1,0,0,330.0,1272.7272727272727
5465,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5466,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5467,apartment,San Cristobal,82399.0,2.0,0,0,1,1,0,0,40.0,2059.975
5468,apartment,Boedo,30100.0,1.0,0,1,1,1,0,0,25.0,1204.0
5469,apartment,Boedo,30200.0,2.0,0,1,1,1,0,0,25.0,1208.0
5470,apartment,Boedo,30200.0,1.0,0,1,1,1,0,0,25.0,1208.0
5471,house,Floresta,185000.0,3.0,0,1,0,1,1,1,100.0,1850.0
5472,apartment,Barrio Norte,109000.0,2.0,0,1,0,1,0,0,37.0,2945.945945945946
5473,apartment,Boedo,30200.0,1.0,0,1,1,1,0,0,25.0,1208.0
5474,apartment,Boedo,30200.0,1.0,0,1,1,1,0,0,25.0,1208.0
5475,apartment,San Telmo,79178.93,1.0,1,0,0,1,0,1,36.0,2199.414722222222
5476,apartment,San Cristobal,82399.0,2.0,0,0,1,1,0,0,40.0,2059.975
5477,apartment,Boedo,30200.0,1.0,0,1,1,1,0,0,25.0,1208.0
5478,apartment,Boedo,48300.0,1.0,0,1,1,1,0,0,25.0,1932.0
5479,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,33.0,2381.0069696969695
5480,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5481,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5482,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5483,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5484,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5485,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5486,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5487,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5488,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5489,apartment,Boedo,78573.23,2.0,0,0,1,1,0,0,40.0,1964.3307499999999
5490,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5491,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5492,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5493,apartment,San Cristobal,82399.0,2.0,0,0,1,1,0,0,40.0,2059.975
5494,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5495,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5497,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5498,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5499,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,25.0,3142.9292
5500,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5501,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5502,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5503,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5504,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5505,apartment,Boedo,83000.0,3.0,0,0,1,0,0,0,30.0,2766.6666666666665
5506,apartment,Boedo,33200.0,1.0,0,1,1,1,0,0,30.0,1106.6666666666667
5507,apartment,Boedo,78573.23,2.0,0,1,1,0,0,0,40.0,1964.3307499999999
5508,apartment,San Cristobal,82399.0,2.0,0,0,1,1,0,0,40.0,2059.975
5509,apartment,San Cristobal,82399.0,2.0,0,0,1,1,0,0,40.0,2059.975
5510,apartment,San Telmo,184000.0,6.0,0,0,0,1,0,0,140.0,1314.2857142857142
5511,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5512,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5513,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,40.0,1964.3307499999999
5514,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5515,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5516,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5517,apartment,Boedo,78573.23,1.0,0,0,1,1,0,0,30.0,2619.1076666666663
5518,house,Boedo,55000.0,1.0,0,0,1,1,0,0,30.0,1833.3333333333333
5519,house,Boedo,55000.0,1.0,0,0,1,1,0,0,30.0,1833.3333333333333
5520,house,Boedo,55000.0,1.0,0,0,1,1,0,0,30.0,1833.3333333333333
5521,apartment,Barrio Norte,199000.0,3.0,0,0,0,1,0,0,142.0,1401.4084507042253
